no_cidade,nome_da_nidade,gid,valor,taxa
"Simolândia","Simolândia","7667","2","2"
"São Francisco de Assis do Piauí","São Francisco de Assis do Piauí","7077","2","2"
"Caarapó","Caarapó","9786","1","1"
"Afogados da Ingazeira","Afogados da Ingazeira","9849","1","1"
"Jericó","Jericó","6689","1","1"
"Bonito","Bonito","9784","1","1"
"Bandeirantes do Tocantins","Bandeirantes do Tocantins","8936","0","0"
"Chalé","Chalé","10387","0","0"
"Nova Módica","Nova Módica","10732","2","2"
"Ribeirão das Neves","Ribeirão das Neves","10848","11","11"
"Paulo Lopes","Paulo Lopes","6321","0","0"
"Rodelas","Rodelas","8094","2","2"
"Estância Velha","Estância Velha","9428","1","1"
"Cajazeiras do Piauí","Cajazeiras do Piauí","6931","0","0"
"Iracema","Iracema","7198","4","4"
"Goiabeira","Goiabeira","10521","0","0"
"Américo Brasiliense","Américo Brasiliense","8290","1","1"
"Turmalina","Turmalina","11029","1","1"
"Ariquemes","Ariquemes","6819","4","4"
"Santa Cruz Cabrália","Santa Cruz Cabrália","8100","4","4"
"São João dos Patos","São João dos Patos","9237","3","3"
"Governador Celso Ramos","Governador Celso Ramos","6229","1","1"
"Jaguaruna","Jaguaruna","6265","1","1"
"Corumbá","Corumbá","9794","6","6"
"Feira da Mata","Feira da Mata","7891","1","1"
"Cruzeta","Cruzeta","6460","1","1"
"Quirinópolis","Quirinópolis","7634","3","3"
"Diamante D'Oeste","Diamante D'Oeste","5831","0","0"
"Limoeiro","Limoeiro","9950","4","4"
"Pereiro","Pereiro","7255","2","2"
"Teixeira Soares","Teixeira Soares","6105","3","3"
"Iretama","Iretama","5887","2","2"
"Cajamar","Cajamar","8374","5","5"
"Santa Tereza do Oeste","Santa Tereza do Oeste","6065","0","0"
"Pitangui","Pitangui","10812","3","3"
"Agrestina","Agrestina","9851","9","9"
"Theobroma","Theobroma","6866","1","1"
"Jardim de Piranhas","Jardim de Piranhas","6489","0","0"
"São Miguel de Taipu","São Miguel de Taipu","6790","2","2"
"Serrania","Serrania","10997","1","1"
"Campos Gerais","Campos Gerais","10337","4","4"
"Sarandi","Sarandi","9692","0","0"
"Uibaí","Uibaí","8160","1","1"
"Maués","Maués","10175","4","4"
"Caçador","Caçador","6181","1","1"
"Sabino","Sabino","8771","1","1"
"Fama","Fama","10492","0","0"
"Rafael Fernandes","Rafael Fernandes","6542","1","1"
"Cruzeiro","Cruzeiro","8419","7","7"
"Piranga","Piranga","10806","1","1"
"Pariconha","Pariconha","10101","3","3"
"Garruchos","Garruchos","9447","0","0"
"Tarabai","Tarabai","8872","1","1"
"Estrela Dalva","Estrela Dalva","10486","0","0"
"Conceição do Castelo","Conceição do Castelo","11085","1","1"
"São João da Boa Vista","São João da Boa Vista","8819","2","2"
"Iramaia","Iramaia","7932","1","1"
"Jequié","Jequié","7974","1","1"
"Belém do São Francisco","Belém do São Francisco","9865","1","1"
"Jaqueira","Jaqueira","9936","0","0"
"Lajedão","Lajedão","7987","0","0"
"Arapeí","Arapeí","8306","1","1"
"Acopiara","Acopiara","7119","2","2"
"Barbosa Ferraz","Barbosa Ferraz","5763","2","2"
"Buriti","Buriti","9093","0","0"
"Lagoa da Confusão","Lagoa da Confusão","8981","0","0"
"Reduto","Reduto","10842","2","2"
"Macuco","Macuco","8216","2","2"
"Jangada","Jangada","7355","2","2"
"Novo Horizonte","Novo Horizonte","6306","0","0"
"Camacan","Camacan","7831","1","1"
"Paranaiguara","Paranaiguara","7618","1","1"
"Lucianópolis","Lucianópolis","8581","1","1"
"Ouvidor","Ouvidor","7611","1","1"
"Santa Margarida do Sul","Santa Margarida do Sul","9638","0","0"
"Estância","Estância","7705","8","8"
"Lacerdópolis","Lacerdópolis","6272","0","0"
"Tijucas do Sul","Tijucas do Sul","6111","2","2"
"Divina Pastora","Divina Pastora","7704","2","2"
"São Roberto","São Roberto","9247","3","3"
"São Gabriel da Cachoeira","São Gabriel da Cachoeira","10186","6","6"
"Mãe d'Água","Mãe d'Água","6703","0","0"
"Chapada","Chapada","9374","1","1"
"Jacuípe","Jacuípe","10070","2","2"
"Ocauçu","Ocauçu","8651","1","1"
"Ielmo Marinho","Ielmo Marinho","6478","2","2"
"Santarém Novo","Santarém Novo","5688","0","0"
"Simonésia","Simonésia","11005","0","0"
"Mesquita","Mesquita","10693","0","0"
"Denise","Denise","7339","0","0"
"Auriflama","Auriflama","8319","1","1"
"Itapagipe","Itapagipe","10589","0","0"
"Rio Verde de Mato Grosso","Rio Verde de Mato Grosso","9835","1","1"
"Itainópolis","Itainópolis","6989","2","2"
"Torixoréu","Torixoréu","7431","0","0"
"Antônio Gonçalves","Antônio Gonçalves","7782","2","2"
"Pirapetinga","Pirapetinga","10809","1","1"
"Novo Aripuanã","Novo Aripuanã","10179","2","2"
"Palhano","Palhano","7246","4","4"
"São José de Espinharas","São José de Espinharas","6781","1","1"
"Uchoa","Uchoa","8894","1","1"
"Pau D'Arco do Piauí","Pau D'Arco do Piauí","7045","2","2"
"Coronel Pilar","Coronel Pilar","9390","0","0"
"Aparecida do Rio Negro","Aparecida do Rio Negro","8923","1","1"
"Miradouro","Miradouro","10697","1","1"
"Pilar do Sul","Pilar do Sul","8697","0","0"
"Rochedo de Minas","Rochedo de Minas","10864","0","0"
"Vicentina","Vicentina","9847","1","1"
"Calmon","Calmon","6183","3","3"
"Pontão","Pontão","9594","0","0"
"Paraíso do Tocantins","Paraíso do Tocantins","9006","3","3"
"Sucupira do Riachão","Sucupira do Riachão","9255","1","1"
"Queluz","Queluz","8741","3","3"
"Corinto","Corinto","10421","1","1"
"Itaú","Itaú","6482","1","1"
"Cruz do Espírito Santo","Cruz do Espírito Santo","6660","1","1"
"Salto do Lontra","Salto do Lontra","6051","0","0"
"Cristália","Cristália","10435","0","0"
"Fernandes Tourinho","Fernandes Tourinho","10498","0","0"
"Vale do Sol","Vale do Sol","9748","0","0"
"Santo Antônio de Posse","Santo Antônio de Posse","8807","4","4"
"Itapetim","Itapetim","9932","6","6"
"Paranavaí","Paranavaí","5988","12","12"
"Ilópolis","Ilópolis","9474","0","0"
"Paraíba do Sul","Paraíba do Sul","8230","8","8"
"Caravelas","Caravelas","7848","0","0"
"Aral Moreira","Aral Moreira","9778","2","2"
"Itiruçu","Itiruçu","7961","2","2"
"Guaraqueçaba","Guaraqueçaba","5869","1","1"
"Piquete","Piquete","8702","0","0"
"Tibau","Tibau","6548","1","1"
"Propriá","Propriá","7742","1","1"
"Buritama","Buritama","8363","0","0"
"Forquetinha","Forquetinha","9443","0","0"
"Bom Jesus do Oeste","Bom Jesus do Oeste","6174","0","0"
"Porteirinha","Porteirinha","10822","1","1"
"Pedra Azul","Pedra Azul","10779","3","3"
"Três Forquilhas","Três Forquilhas","9730","0","0"
"Tuneiras do Oeste","Tuneiras do Oeste","6116","1","1"
"Seropédica","Seropédica","8260","6","6"
"Carvalhos","Carvalhos","10372","0","0"
"Santa Leopoldina","Santa Leopoldina","11126","1","1"
"Berizal","Berizal","10282","0","0"
"Batatais","Batatais","8337","2","2"
"Japi","Japi","6487","0","0"
"Lajeado Grande","Lajeado Grande","6275","0","0"
"Paranaguá","Paranaguá","5986","6","6"
"Conceição do Mato Dentro","Conceição do Mato Dentro","10403","1","1"
"Mariano Moro","Mariano Moro","9518","1","1"
"Bodó","Bodó","6445","0","0"
"Turuçu","Turuçu","9741","0","0"
"Santa Vitória","Santa Vitória","10908","1","1"
"Garuva","Garuva","6227","1","1"
"Aliança","Aliança","9855","1","1"
"Itabirito","Itabirito","10574","2","2"
"Iaciara","Iaciara","7547","1","1"
"Água Azul do Norte","Água Azul do Norte","5578","1","1"
"Elesbão Veloso","Elesbão Veloso","6968","3","3"
"Areia","Areia","6609","2","2"
"Aroazes","Aroazes","6904","1","1"
"Ipira","Ipira","6248","1","1"
"Ipirá","Ipirá","7929","1","1"
"Rolante","Rolante","9621","1","1"
"Primavera de Rondônia","Primavera de Rondônia","6861","1","1"
"Divisa Nova","Divisa Nova","10460","1","1"
"Brochier","Brochier","9328","0","0"
"Ponte Alta do Bom Jesus","Ponte Alta do Bom Jesus","9016","0","0"
"Passos","Passos","10770","1","1"
"Colniza","Colniza","7332","4","4"
"Barreira","Barreira","7139","4","4"
"Ibiúna","Ibiúna","8496","9","9"
"Bujari","Bujari","6873","3","3"
"Filadélfia","Filadélfia","8967","2","2"
"Tuntum","Tuntum","9261","1","1"
"Logradouro","Logradouro","6701","1","1"
"Poço Fundo","Poço Fundo","10815","2","2"
"Fartura do Piauí","Fartura do Piauí","6971","0","0"
"Tabatinga","Tabatinga","10190","3","3"
"Onda Verde","Onda Verde","8654","0","0"
"Ribeirão","Ribeirão","9981","2","2"
"Primavera","Primavera","5672","1","1"
"Mampituba","Mampituba","9511","1","1"
"Brasilândia do Tocantins","Brasilândia do Tocantins","8941","0","0"
"Bom Jardim","Bom Jardim","9088","6","6"
"Ipixuna","Ipixuna","10161","0","0"
"Pindorama","Pindorama","8699","1","1"
"Silvanópolis","Silvanópolis","9042","1","1"
"Araras","Araras","8308","3","3"
"Belterra","Belterra","5593","1","1"
"Iracemápolis","Iracemápolis","8516","1","1"
"Rio Crespo","Rio Crespo","6836","1","1"
"Joaíma","Joaíma","10620","0","0"
"Mondaí","Mondaí","6296","1","1"
"Caturama","Caturama","7855","1","1"
"Paraná","Paraná","6521","1","1"
"Rio Claro","Rio Claro","8763","7","7"
"Anita Garibaldi","Anita Garibaldi","6145","1","1"
"São Lourenço do Piauí","São Lourenço do Piauí","7091","1","1"
"Afonso Cunha","Afonso Cunha","9056","1","1"
"Santa Rosa de Goiás","Santa Rosa de Goiás","7648","1","1"
"Brasilândia de Minas","Brasilândia de Minas","10303","1","1"
"Piracuruca","Piracuruca","7054","2","2"
"Itapecerica","Itapecerica","10590","1","1"
"Madre de Deus","Madre de Deus","8001","1","1"
"Campos Novos","Campos Novos","6189","0","0"
"Wenceslau Braz","Wenceslau Braz","11064","0","0"
"Santa Izabel do Oeste","Santa Izabel do Oeste","6059","0","0"
"São Ludgero","São Ludgero","6385","1","1"
"Ingá","Ingá","6683","3","3"
"Quissamã","Quissamã","8240","4","4"
"Conceição da Barra","Conceição da Barra","11084","1","1"
"Sapucaia do Sul","Sapucaia do Sul","9691","10","10"
"Buritizeiro","Buritizeiro","10313","0","0"
"Jandaia","Jandaia","7566","1","1"
"Santo Antônio do Leverger","Santo Antônio do Leverger","7420","0","0"
"Chã Preta","Chã Preta","10052","2","2"
"Piripá","Piripá","8065","2","2"
"Cachoeira do Arari","Cachoeira do Arari","5604","2","2"
"Venda Nova do Imigrante","Venda Nova do Imigrante","11137","1","1"
"Cerrito","Cerrito","9369","1","1"
"Balneário Camboriú","Balneário Camboriú","6159","2","2"
"Jijoca de Jericoacoara","Jijoca de Jericoacoara","7213","2","2"
"Fagundes Varela","Fagundes Varela","9433","0","0"
"Envira","Envira","10157","0","0"
"Acarape","Acarape","7117","2","2"
"Palestina de Goiás","Palestina de Goiás","7613","0","0"
"Nova Soure","Nova Soure","8041","2","2"
"Presidente Getúlio","Presidente Getúlio","6341","1","1"
"Pinheiro Machado","Pinheiro Machado","9588","3","3"
"Macapá","Macapá","5726","22","22"
"Várzea","Várzea","6590","0","0"
"Iacri","Iacri","8490","1","1"
"Matutina","Matutina","10688","1","1"
"Balbinos","Balbinos","8324","0","0"
"Cachoeira de Pajeú","Cachoeira de Pajeú","10240","1","1"
"Entre Rios","Entre Rios","6215","1","1"
"São Felipe D'Oeste","São Felipe D'Oeste","6862","1","1"
"Serra","Serra","11134","9","9"
"Itauçu","Itauçu","7563","1","1"
"Paragominas","Paragominas","5662","3","3"
"Divinópolis","Divinópolis","10458","5","5"
"Albertina","Albertina","10225","0","0"
"Encruzilhada do Sul","Encruzilhada do Sul","9414","0","0"
"São Francisco do Piauí","São Francisco do Piauí","7078","2","2"
"Itaverava","Itaverava","10595","0","0"
"Arraias","Arraias","8931","2","2"
"Urbano Santos","Urbano Santos","9265","5","5"
"Umari","Umari","7293","0","0"
"Santa Cruz do Escalvado","Santa Cruz do Escalvado","10881","0","0"
"Varre-Sai","Varre-Sai","8268","3","3"
"Chã de Alegria","Chã de Alegria","9896","2","2"
"Boa Vista da Aparecida","Boa Vista da Aparecida","5772","2","2"
"Ibirarema","Ibirarema","8494","1","1"
"Glória de Dourados","Glória de Dourados","9804","1","1"
"Itapejara d'Oeste","Itapejara d'Oeste","5892","1","1"
"Governador Luiz Rocha","Governador Luiz Rocha","9134","2","2"
"Laranjeiras do Sul","Laranjeiras do Sul","5918","3","3"
"Aiuaba","Aiuaba","7120","2","2"
"Coelho Neto","Coelho Neto","9114","4","4"
"Santana dos Garrotes","Santana dos Garrotes","6767","0","0"
"Braganey","Braganey","5778","1","1"
"São Luiz Gonzaga","São Luiz Gonzaga","9672","4","4"
"Mulungu","Mulungu","6719","3","3"
"Cachoeira Paulista","Cachoeira Paulista","8368","0","0"
"Presidente Figueiredo","Presidente Figueiredo","10182","3","3"
"Cururupu","Cururupu","9118","2","2"
"Sete de Setembro","Sete de Setembro","9703","0","0"
"Capixaba","Capixaba","6874","1","1"
"Colinas do Sul","Colinas do Sul","7507","1","1"
"Rolândia","Rolândia","6044","3","3"
"Luz","Luz","10659","1","1"
"Nova Pádua","Nova Pádua","9550","0","0"
"Camapuã","Camapuã","9787","2","2"
"Aguiar","Aguiar","6596","0","0"
"Cantá","Cantá","10201","4","4"
"Pojuca","Pojuca","8070","1","1"
"Curitiba","Curitiba","5827","7","7"
"Barbacena","Barbacena","10272","6","6"
"Nova Iguaçu","Nova Iguaçu","8228","27","27"
"Santana do Manhuaçu","Santana do Manhuaçu","10897","2","2"
"Luciara","Luciara","7363","0","0"
"São Sebastião do Anta","São Sebastião do Anta","10968","0","0"
"Desterro de Entre Rios","Desterro de Entre Rios","10449","0","0"
"Campestre de Goiás","Campestre de Goiás","7490","0","0"
"Campo Grande","Campo Grande","9788","16","16"
"Umuarama","Umuarama","6120","6","6"
"Areial","Areial","6611","1","1"
"Santa Rita do Sapucaí","Santa Rita do Sapucaí","10906","0","0"
"Monte Sião","Monte Sião","10712","0","0"
"Palma Sola","Palma Sola","6314","1","1"
"Pinheiro Preto","Pinheiro Preto","6329","0","0"
"Carmo","Carmo","8198","1","1"
"Cabeceiras","Cabeceiras","7482","3","3"
"Caridade do Piauí","Caridade do Piauí","6945","2","2"
"Lajeado Novo","Lajeado Novo","9159","2","2"
"Lagoa de São Francisco","Lagoa de São Francisco","7006","0","0"
"Paraopeba","Paraopeba","10765","1","1"
"Tamandaré","Tamandaré","10015","2","2"
"Pacatuba","Pacatuba","7243","3","3"
"Itaitinga","Itaitinga","7201","8","8"
"Cordeiros","Cordeiros","7870","1","1"
"São João do Carú","São João do Carú","9234","3","3"
"São Bento","São Bento","9226","2","2"
"Porto Nacional","Porto Nacional","9019","4","4"
"Quartel Geral","Quartel Geral","10837","0","0"
"Altamira do Maranhão","Altamira do Maranhão","9060","2","2"
"Maracás","Maracás","8009","5","5"
"Monte Alegre","Monte Alegre","5648","8","8"
"Varzedo","Varzedo","8171","0","0"
"Mococa","Mococa","8613","3","3"
"Catolé do Rocha","Catolé do Rocha","6652","4","4"
"Cachoeiras de Macacu","Cachoeiras de Macacu","8191","2","2"
"Manicoré","Manicoré","10173","3","3"
"Pedro Osório","Pedro Osório","9580","1","1"
"Eldorado do Carajás","Eldorado do Carajás","5620","1","1"
"Redenção","Redenção","5674","6","6"
"Araxá","Araxá","10255","3","3"
"Alto Santo","Alto Santo","7123","4","4"
"Potirendaba","Potirendaba","8727","0","0"
"Jequiá da Praia","Jequiá da Praia","10073","3","3"
"Ponte Nova","Ponte Nova","10819","4","4"
"Maravilha","Maravilha","6289","4","4"
"Firmino Alves","Firmino Alves","7894","1","1"
"Mucuri","Mucuri","8026","7","7"
"Perdigão","Perdigão","10791","1","1"
"Conceição dos Ouros","Conceição dos Ouros","10406","0","0"
"Itamogi","Itamogi","10584","1","1"
"Muriaé","Muriaé","10718","5","5"
"Água Boa","Água Boa","7301","4","4"
"Augusto Severo","Augusto Severo","6440","1","1"
"Ubajara","Ubajara","7292","3","3"
"Tavares","Tavares","9716","0","0"
"São Sepé","São Sepé","9684","1","1"
"São João Batista","São João Batista","9233","3","3"
"Canápolis","Canápolis","7836","2","2"
"Adrianópolis","Adrianópolis","5735","1","1"
"Amapá do Maranhão","Amapá do Maranhão","9064","1","1"
"Cosmópolis","Cosmópolis","8413","3","3"
"Antônio Carlos","Antônio Carlos","10243","1","1"
"Marmeleiro","Marmeleiro","5945","1","1"
"Jitaúna","Jitaúna","7977","1","1"
"Vargem","Vargem","6417","0","0"
"Praia Grande","Praia Grande","6339","1","1"
"Timbó","Timbó","6402","3","3"
"Ibertioga","Ibertioga","10544","0","0"
"São Manuel","São Manuel","8831","1","1"
"São José do Jacuri","São José do Jacuri","10957","1","1"
"Manoel Emídio","Manoel Emídio","7013","1","1"
"Tunápolis","Tunápolis","6410","0","0"
"Orós","Orós","7241","3","3"
"Araricá","Araricá","9290","2","2"
"Joanésia","Joanésia","10621","2","2"
"Piacatu","Piacatu","8695","1","1"
"Barracão","Barracão","9306","0","0"
"Xambioá","Xambioá","9054","0","0"
"Flórida","Flórida","5850","0","0"
"Santa Rosa de Viterbo","Santa Rosa de Viterbo","8802","0","0"
"Patos","Patos","6730","15","15"
"Várzea Alegre","Várzea Alegre","7298","3","3"
"Santa Luzia do Norte","Santa Luzia do Norte","10117","2","2"
"Coronel João Sá","Coronel João Sá","7872","3","3"
"Hortolândia","Hortolândia","8488","8","8"
"Novo Progresso","Novo Progresso","5653","6","6"
"São João","São João","6074","1","1"
"São Patrício","São Patrício","7662","0","0"
"São Vicente do Seridó","São Vicente do Seridó","6794","2","2"
"Rio Preto","Rio Preto","10861","0","0"
"Botuverá","Botuverá","6176","0","0"
"Feira de Santana","Feira de Santana","7892","21","21"
"Valinhos","Valinhos","8900","4","4"
"Vila Valério","Vila Valério","11140","1","1"
"Doutor Maurício Cardoso","Doutor Maurício Cardoso","9410","0","0"
"Bananal","Bananal","8326","2","2"
"Mata","Mata","9520","1","1"
"Ariranha","Ariranha","8313","2","2"
"Nioaque","Nioaque","9822","3","3"
"Morro da Garça","Morro da Garça","10715","0","0"
"Cantanhede","Cantanhede","9102","4","4"
"Campo Alegre","Campo Alegre","6186","1","1"
"Lauro de Freitas","Lauro de Freitas","7992","9","9"
"Nova Era","Nova Era","10730","0","0"
"Viçosa","Viçosa","10134","2","2"
"Boa Viagem","Boa Viagem","7145","7","7"
"Lupércio","Lupércio","8584","1","1"
"Formosa do Sul","Formosa do Sul","6221","0","0"
"São José do Cedro","São José do Cedro","6382","0","0"
"Xaxim","Xaxim","6425","4","4"
"Brejo","Brejo","9091","3","3"
"Mirandiba","Mirandiba","9955","1","1"
"Cristiano Otoni","Cristiano Otoni","10436","1","1"
"Lagoa do Carro","Lagoa do Carro","9944","0","0"
"Ivaté","Ivaté","5897","1","1"
"Santo Antônio do Descoberto","Santo Antônio do Descoberto","7653","10","10"
"Presidente Kennedy","Presidente Kennedy","9021","0","0"
"Porto Acre","Porto Acre","6891","6","6"
"São José da Lapa","São José da Lapa","10951","2","2"
"Fortaleza dos Valos","Fortaleza dos Valos","9444","1","1"
"Conceição do Coité","Conceição do Coité","7864","1","1"
"Corumbá de Goiás","Corumbá de Goiás","7509","1","1"
"São Miguel Arcanjo","São Miguel Arcanjo","8832","1","1"
"Fortaleza de Minas","Fortaleza de Minas","10504","1","1"
"Caranaíba","Caranaíba","10354","0","0"
"Jaguaribara","Jaguaribara","7208","3","3"
"Trindade","Trindade","10022","1","1"
"Maragogi","Maragogi","10081","1","1"
"Irineópolis","Irineópolis","6255","2","2"
"Londrina","Londrina","5924","13","13"
"Uruana de Minas","Uruana de Minas","11039","0","0"
"Conchas","Conchas","8408","1","1"
"Calçado","Calçado","9882","2","2"
"Guimarânia","Guimarânia","10539","1","1"
"Comodoro","Comodoro","7333","0","0"
"Pacajus","Pacajus","7242","7","7"
"Pinhal","Pinhal","9584","0","0"
"Lagoa dos Gatos","Lagoa dos Gatos","9947","2","2"
"Tigrinhos","Tigrinhos","6399","0","0"
"Picada Café","Picada Café","9583","1","1"
"Orobó","Orobó","9959","4","4"
"Parintins","Parintins","10180","8","8"
"Penaforte","Penaforte","7253","2","2"
"Santa Cruz das Palmeiras","Santa Cruz das Palmeiras","8789","0","0"
"Xinguara","Xinguara","5717","3","3"
"Venha-Ver","Venha-Ver","6591","3","3"
"Gravatal","Gravatal","6231","1","1"
"Santo Antônio da Alegria","Santo Antônio da Alegria","8806","0","0"
"Itamarati de Minas","Itamarati de Minas","10581","0","0"
"Pedras de Maria da Cruz","Pedras de Maria da Cruz","10785","1","1"
